# label=honeycomb-i9-12900F-php8.4-out-of-cache-n3M
# n=3000000
# rounds=7
# loadavg_before=1.01
# loadavg_after-round-0=1
# loadavg_after-round-1=1
# loadavg_after-round-2=1
# loadavg_after-round-3=1
# loadavg_after-round-4=1
# loadavg_after-round-5=1
# loadavg_after-round-6=1.06
arm,seed,corpus,n,trial,kernel,ns_per_op,hits
system,0,ctl.set,3000000,1,serial,101.650,3000000
system,0,ctl.set,3000000,2,serial,101.040,3000000
system,0,ctl.set,3000000,3,serial,101.701,3000000
system,0,ctl.set,3000000,4,serial,101.222,3000000
system,0,ctl.set,3000000,5,serial,101.030,3000000
system,0,ctl.set,3000000,6,serial,101.227,3000000
system,0,ctl.get,3000000,0,serial,112.878,3000000
system,0,ctl.get,3000000,1,serial,112.738,3000000
system,0,ctl.get,3000000,2,serial,113.142,3000000
system,0,ctl.get,3000000,3,serial,112.472,3000000
system,0,ctl.get,3000000,4,serial,112.942,3000000
system,0,ctl.get,3000000,5,serial,112.910,3000000
system,0,ctl.get,3000000,6,serial,113.312,3000000
system,0,ctl.getr,3000000,0,serial,522.351,3000000
system,0,ctl.getr,3000000,1,serial,522.483,3000000
system,0,ctl.getr,3000000,2,serial,521.966,3000000
system,0,ctl.getr,3000000,3,serial,522.556,3000000
system,0,ctl.getr,3000000,4,serial,520.852,3000000
system,0,ctl.getr,3000000,5,serial,522.852,3000000
system,0,ctl.getr,3000000,6,serial,523.054,3000000
system,0,ctl.hasr,3000000,0,serial,119.462,3000000
system,0,ctl.hasr,3000000,1,serial,119.338,3000000
system,0,ctl.hasr,3000000,2,serial,119.431,3000000
system,0,ctl.hasr,3000000,3,serial,119.045,3000000
system,0,ctl.hasr,3000000,4,serial,119.000,3000000
system,0,ctl.hasr,3000000,5,serial,119.234,3000000
system,0,ctl.hasr,3000000,6,serial,119.356,3000000
system,0,ctl.del,3000000,0,serial,22.674,3000000
system,0,ctl.del,3000000,1,serial,22.700,3000000
system,0,ctl.del,3000000,2,serial,22.685,3000000
system,0,ctl.del,3000000,3,serial,22.715,3000000
system,0,ctl.del,3000000,4,serial,22.739,3000000
system,0,ctl.del,3000000,5,serial,22.605,3000000
system,0,ctl.del,3000000,6,serial,22.686,3000000
